date,residual,prediction
2018-07-28 01:00:00,0.00015377498,0.00021473331
2018-07-28 02:00:00,-1.3275466e-05,2.9619194e-05
2018-07-28 03:00:00,0.00012634372,0.00015540478
2018-07-28 04:00:00,2.7830733e-05,7.910489e-05
2018-07-28 05:00:00,0.00016137633,0.00019821318
2018-07-28 06:00:00,7.0023794e-05,9.292854e-05
2018-07-28 07:00:00,1.4312064e-05,5.196462e-05
2018-07-28 08:00:00,8.40037e-05,0.00011696824
2018-07-28 09:00:00,5.5868353e-05,0.00010468899
2018-07-28 10:00:00,7.5193595e-05,0.00014249318
2018-07-28 11:00:00,0.0005109493,0.00065576326
2018-07-28 12:00:00,3.6139383e-05,6.2405146e-05
2018-07-28 13:00:00,0.00015728707,0.00017899822
2018-07-28 14:00:00,8.787515e-05,0.00014291846
2018-07-28 15:00:00,-0.0001729675,5.7026453e-05
2018-07-28 16:00:00,0.00012221014,0.00019705525
2018-07-28 17:00:00,0.000289331,0.0003451658
2018-07-28 18:00:00,3.164641e-05,5.7487676e-05
2018-07-28 19:00:00,6.725578e-05,0.00010111526
2018-07-28 20:00:00,0.00012680188,0.00014151982
2018-07-28 21:00:00,0.00011096148,0.00014398602
2018-07-28 22:00:00,0.00030706535,0.00034943208
2018-07-28 23:00:00,0.0001022416,0.00016890274
